24954,154,174,258,272,202,291,538,1289,3146,3267,2019,373,144,106,105,110,73,56,29,26,68,214,292,-1
18272,280,291,459,518,315,310,843,1479,3624,5276,2551,290,125,133,183,222,212,122,191,224,323,518,1399,-1
22386,209,192,270,404,421,387,644,1501,3254,3948,2162,257,112,111,176,255,192,114,60,132,250,348,375,-1
21204,131,151,204,327,238,187,666,1295,3196,4454,2836,708,317,333,186,179,149,115,55,51,106,330,742,-1
21333,216,231,430,562,449,392,536,1529,3722,4141,2073,417,110,85,156,238,149,74,82,149,281,483,322,-1
21144,200,214,396,525,386,351,637,1709,3903,4008,2190,371,117,121,162,256,277,158,101,135,170,301,328,-1
20628,244,286,376,492,419,377,519,1341,2845,4244,2637,839,369,258,302,353,271,114,87,142,214,382,421,-1
16497,176,159,168,299,358,348,756,1465,3968,7169,3558,317,112,99,160,195,125,127,89,154,282,560,1019,-1
20854,325,329,510,578,564,623,1322,2040,3334,3357,2016,408,241,217,186,153,96,66,69,104,128,258,382,-1
18814,148,160,257,323,385,374,797,1683,4099,5172,2599,169,90,98,121,138,56,62,46,71,143,380,1975,-1
19957,117,148,281,411,449,418,785,1576,2792,4549,3580,333,128,128,124,145,63,48,31,42,126,343,1586,-1
20546,131,161,218,279,306,290,739,1678,3411,5073,2566,284,156,71,52,36,59,42,44,45,106,335,1532,-1
18686,286,312,426,452,473,457,608,1471,3681,4969,3012,642,169,173,229,183,130,113,103,152,284,480,669,-1
19503,182,245,356,559,522,566,752,1648,3393,4581,2682,757,384,294,275,238,144,68,52,109,194,308,348,-1
22405,335,396,489,576,454,303,435,1481,3034,3610,1701,451,180,129,193,336,307,168,97,143,227,425,285,-1
21649,167,159,273,420,381,337,688,1461,3313,4200,2816,355,188,161,115,127,68,33,26,63,109,256,795,-1
21756,131,165,208,254,274,403,682,1485,3478,4705,2667,271,80,50,56,50,72,51,33,72,139,204,874,-1
21570,119,136,258,406,380,282,512,1144,3317,5055,2749,375,133,161,191,227,108,35,27,46,124,315,490,-1
24788,90,113,212,257,132,129,401,870,2799,4256,2676,253,70,49,59,61,68,19,15,45,104,217,477,-1
18496,140,175,305,494,384,390,900,1692,3733,4978,3673,440,164,103,58,107,79,77,59,62,119,286,1246,-1
22788,288,354,455,584,508,557,778,1484,2440,3020,1888,407,154,166,251,300,295,221,109,158,257,356,342,-1
23709,276,321,367,390,353,468,803,1645,3212,3096,1433,295,130,124,168,211,113,71,49,66,134,341,385,-1
24378,104,127,202,289,286,240,742,1384,3304,4055,1515,281,135,94,103,117,69,68,78,65,98,172,254,-1
23446,88,98,224,270,245,251,530,1435,3118,4134,2282,356,155,84,87,92,59,13,7,23,85,263,815,-1
20486,190,249,295,355,397,398,563,1209,3797,4909,2787,404,217,156,220,294,159,72,69,106,156,260,412,-1
21527,249,222,324,370,354,327,569,1344,3105,4202,2411,589,148,95,167,279,267,171,162,183,216,354,525,-1
22437,176,156,270,562,508,371,493,1506,2980,3782,1936,378,153,176,213,363,197,94,114,149,271,484,391,-1
22941,118,152,382,574,426,234,508,1690,3905,3749,1868,252,81,63,80,115,68,29,31,30,159,335,370,-1
13964,177,257,352,664,873,681,1091,2507,5797,6705,2711,393,144,111,129,154,109,99,99,163,177,332,471,-1
23716,104,113,228,435,405,387,680,1303,2675,3163,2850,312,126,83,183,182,94,43,14,34,76,123,831,-1
23881,180,207,217,338,285,245,416,1177,2741,3846,1954,446,194,165,211,366,327,98,61,103,135,233,334,-1
23146,106,97,125,177,296,282,578,1274,2983,3978,2938,229,106,58,109,92,47,19,21,42,115,259,1083,-1
22581,109,120,226,324,283,233,504,1298,3143,4602,2865,369,154,147,115,86,66,58,22,61,96,285,413,-1
20597,104,171,211,267,376,410,598,1725,4308,5020,1794,332,157,165,131,166,105,76,70,98,157,307,815,-1
